industry,y,x,n_obs,alpha,beta,eg_adf_stat,eg_adf_pvalue,eg_adf_cv_1%,eg_adf_cv_5%,eg_adf_cv_10%,coint_tstat,coint_pvalue,coint_cv_1%,coint_cv_5%,coint_cv_10%,resid_std
IT设备,002415.SZ,688475.SH,245,3.5408272198493664,-0.0056467679875512045,-2.2831666087855345,0.17745456206260007,-3.457437824930831,-2.873459364726563,-2.573122099570008,-2.2875823341794512,0.37976518750649024,-3.9418879743348563,-3.361285996371943,-3.0618776538564902,0.07363725866683984
IT设备,000066.SZ,688475.SH,245,2.6717872831887712,-0.05537898138916497,-2.2464855368804466,0.1898083119656896,-3.457437824930831,-2.873459364726563,-2.573122099570008,-2.250542986933688,0.3984732138583785,-3.9418879743348563,-3.361285996371943,-3.0618776538564902,0.10843066867239826
IT设备,000938.SZ,002180.SZ,961,3.4436659099190283,-0.08516128509012422,-2.223221975323114,0.19792542387815515,-3.437180074590612,-2.8645553686071326,-2.5683755479600694,-2.2245851545911237,0.4117240442834883,-3.9078846082899306,-3.3425020909288192,-3.0488708680555554,0.19624770296898764
IT设备,000938.SZ,002415.SZ,970,3.261517676465841,-0.033949565241649826,-2.1899795937071884,0.2099023670043132,-3.437116468121892,-2.864527318984441,-2.5683606077036214,-2.1912538943062496,0.42887817964611774,-3.907777976870179,-3.3424428392979046,-3.0488297802038633,0.19782252210217052
IT设备,002236.SZ,603019.SH,970,1.2428961758486068,0.46338560652400584,-2.1844545958640773,0.21193584136059673,-3.437116468121892,-2.864527318984441,-2.5683606077036214,-2.1856104108137333,0.4317958618522436,-3.907777976870179,-3.3424428392979046,-3.0488297802038633,0.18000449304645788
IT设备,000938.SZ,603019.SH,970,0.8793191266674274,0.6524347805586719,-2.121150459734191,0.23609537624107857,-3.437116468121892,-2.864527318984441,-2.5683606077036214,-2.123338056380976,0.46417521778705684,-3.907777976870179,-3.3424428392979046,-3.0488297802038633,0.13968663446987167
IT设备,000938.SZ,002236.SZ,970,1.9252470152767813,0.42624311619495403,-2.0927725228625413,0.24743072031179048,-3.437116468121892,-2.864527318984441,-2.5683606077036214,-2.0940069766532305,0.47950030142041616,-3.907777976870179,-3.3424428392979046,-3.0488297802038633,0.177498465455768
IT设备,000066.SZ,000997.SZ,970,1.5439141959690321,0.3772898062662433,-2.0862305678074513,0.25008728334909835,-3.437116468121892,-2.864527318984441,-2.5683606077036214,-2.0881137421811946,0.48258177848212525,-3.907777976870179,-3.3424428392979046,-3.0488297802038633,0.17906391920507253
IT设备,603019.SH,688475.SH,245,0.10497405224323442,1.037863557373064,-2.072104501955138,0.25587841995983657,-3.457437824930831,-2.873459364726563,-2.573122099570008,-2.076384825102041,0.4887153502677458,-3.9418879743348563,-3.361285996371943,-3.0618776538564902,0.15049909448152593
IT设备,002180.SZ,603019.SH,961,5.070656493556804,-0.4263564124777979,-2.0380319895651304,0.2701502748407061,-3.437180074590612,-2.8645553686071326,-2.5683755479600694,-2.039339816521835,0.5080775484309181,-3.9078846082899306,-3.3425020909288192,-3.0488708680555554,0.23654352090696848
IT设备,000977.SZ,688475.SH,245,1.2837063423173838,0.6776498109008381,-1.9980495994169347,0.2874289361323129,-3.4575505077947746,-2.8735087323013526,-2.573148434859185,-2.001884049517381,0.5275985770681137,-3.9418879743348563,-3.361285996371943,-3.0618776538564902,0.18107174099795906
IT设备,002236.SZ,002415.SZ,970,0.8767385239920746,0.5469034865242055,-1.928518728229339,0.31876619663296646,-3.4371445907959832,-2.864539720789528,-2.5683672133480093,-1.9285152608081113,0.5654774695666919,-3.907777976870179,-3.3424428392979046,-3.0488297802038633,0.16133951286140982
IT设备,002415.SZ,603019.SH,970,4.241476466164059,-0.1839691163012951,-1.9166944491944522,0.3242487287155181,-3.437116468121892,-2.864527318984441,-2.5683606077036214,-1.917548755290741,0.5710804930627873,-3.907777976870179,-3.3424428392979046,-3.0488297802038633,0.23007283823021155
IT设备,002180.SZ,002415.SZ,961,4.63023109746243,-0.28738971168707717,-1.4936893277721959,0.5366307962872586,-3.43718721587049,-2.8645585177815187,-2.568377225331392,-1.4957171475032425,0.7628307002000597,-3.9078846082899306,-3.3425020909288192,-3.0488708680555554,0.24461872882821725
IT设备,002180.SZ,688475.SH,245,7.4860629265515755,-1.1488289887374559,-1.4892439379116884,0.5388253402553613,-3.457437824930831,-2.873459364726563,-2.573122099570008,-1.4939897284904333,0.7634895352831959,-3.9418879743348563,-3.361285996371943,-3.0618776538564902,0.19536872977356373
