industry,y,x,n_obs,alpha,beta,eg_adf_stat,eg_adf_pvalue,eg_adf_cv_1%,eg_adf_cv_5%,eg_adf_cv_10%,coint_tstat,coint_pvalue,coint_cv_1%,coint_cv_5%,coint_cv_10%,resid_std,hl_days,rho,kappa,n_hl
化学制药,002262.SZ,002653.SZ,970,-0.272511125405023,1.0171936660191951,-1.5753433640721106,0.4959663912025183,-3.4371305002986277,-2.864533507042016,-2.5683639036818957,-1.5771095495169651,0.7304541199917152,-3.907777976870179,-3.3424428392979046,-3.0488297802038633,0.239667998498427,97.13687591457159,0.9928896212296913,-0.00711037877030872,969
化学制药,300558.SZ,600079.SH,960,1.692122108077681,0.8376437113916819,-1.5672713923014177,0.5000101527459889,-3.43718721587049,-2.8645585177815187,-2.568377225331392,-1.56877348074697,0.7338880995765835,-3.9078965801620345,-3.342508743172904,-3.048875481009176,0.2828085584486218,128.20074463489865,0.9946078571989135,-0.005392142801086516,959
化学制药,300759.SZ,600079.SH,960,3.0665971324605765,0.2379854733217599,-1.5541348740253438,0.5065821260385448,-3.43718721587049,-2.8645585177815187,-2.568377225331392,-1.5547843421891938,0.7395911989872183,-3.9078965801620345,-3.342508743172904,-3.048875481009176,0.3766246068803904,153.35540121802978,0.9954903246750934,-0.004509675324906619,959
化学制药,002001.SZ,688578.SH,749,3.1525702353265324,-0.0581468346068985,-1.5268458724701195,0.5201917517074969,-3.43912257105195,-2.8654117005229844,-2.568831705010152,-1.5282130001497385,0.7502153531413017,-3.911141500257371,-3.344310777617318,-3.050124914924647,0.1692355038379956,102.81612914757586,0.9932810546279429,-0.006718945372057056,748
化学制药,002422.SZ,600276.SH,970,3.358175964253044,-0.0856120081278335,-1.5082807411950516,0.5294110698741847,-3.437116468121892,-2.864527318984441,-2.5683606077036214,-1.5095261757044731,0.7575210862060722,-3.907777976870179,-3.3424428392979046,-3.0488297802038633,0.1881146929203332,121.49427724399723,0.9943110598698482,-0.005688940130151793,969
化学制药,002422.SZ,002773.SZ,970,3.2021235067025087,-0.0588259194391316,-1.499162481846673,0.5339256064065332,-3.437116468121892,-2.864527318984441,-2.5683606077036214,-1.5003797704511248,0.7610464197467136,-3.907777976870179,-3.3424428392979046,-3.0488297802038633,0.1882997423414515,123.24517662507355,0.9943916535091462,-0.005608346490853811,969
化学制药,002773.SZ,600196.SH,970,2.504616880505436,0.1563228803769685,-1.4386114207241325,0.5636318206301896,-3.4371445907959832,-2.864539720789528,-2.5683672133480093,-1.4355915251239877,0.7850533342864598,-3.907777976870179,-3.3424428392979046,-3.0488297802038633,0.4059832095568248,257.7702151778415,0.9973146002367277,-0.0026853997632722755,969
化学制药,600276.SH,688578.SH,749,1.3255194728287334,0.7753428074593351,-1.4049598854703709,0.579895990696166,-3.4391937559530965,-2.8654430713273373,-2.568848417404698,-1.4124472499885252,0.793214825942114,-3.911141500257371,-3.344310777617318,-3.050124914924647,0.223911059350423,116.70124410294962,0.994078102757123,-0.00592189724287698,748
化学制药,300558.SZ,300573.SZ,970,4.632797732867177,-0.0932815221812797,-1.3651587504992009,0.5988608437541061,-3.437116468121892,-2.864527318984441,-2.5683606077036214,-1.365953800749222,0.8089449057916587,-3.907777976870179,-3.3424428392979046,-3.0488297802038633,0.3446582162202329,170.31816051738582,0.9959385503429627,-0.004061449657037289,969
化学制药,002001.SZ,301301.SZ,246,1.9475003906512625,0.3761569459657877,-1.3623495262377632,0.6001872955800504,-3.4573260719088132,-2.873410402808354,-2.573095980841316,-1.3653473243098893,0.809144217995231,-3.941700183256976,-3.3611828529779255,-3.0618063348604747,0.0617623806430403,43.92192467999608,0.9843425249359256,-0.015657475064074496,245
化学制药,002773.SZ,300573.SZ,970,3.953122239589568,-0.2316636741112256,-1.3493353169319364,0.6063102599930967,-3.437123476942836,-2.8645304098119544,-2.568362253987091,-1.349723672676755,0.8142266315268909,-3.907777976870179,-3.3424428392979046,-3.0488297802038633,0.402601340818055,236.30870527524868,0.9970710702603608,-0.0029289297396391588,969
化学制药,002262.SZ,002294.SZ,970,-0.0920593936249316,0.8748604431058757,-1.3479573946931225,0.6069563907082429,-3.437116468121892,-2.864527318984441,-2.5683606077036214,-1.3492919932876235,0.8143656335389947,-3.907777976870179,-3.3424428392979046,-3.0488297802038633,0.2259114333898348,148.54886718479813,0.995344747144429,-0.0046552528555710475,969
化学制药,002262.SZ,600062.SH,970,1.6034623591536734,0.4544377699150619,-1.344120643033626,0.6087532931367894,-3.437116468121892,-2.864527318984441,-2.5683606077036214,-1.3455040872222237,0.8155820675976151,-3.907777976870179,-3.3424428392979046,-3.0488297802038633,0.2650748025236213,176.52126733885797,0.9960809930848505,-0.0039190069151495,969
化学制药,300558.SZ,300759.SZ,970,2.9894644203663416,0.3399785345612849,-1.3300881411969752,0.6152970347132909,-3.437116468121892,-2.864527318984441,-2.5683606077036214,-1.3309116329599255,0.8202131941647062,-3.907777976870179,-3.3424428392979046,-3.0488297802038633,0.3202059972490192,184.6733640914589,0.9962536666208596,-0.003746333379140453,969
化学制药,002422.SZ,600380.SH,970,2.649926465277027,0.1491863916434067,-1.3147565742343377,0.6223944137356117,-3.437116468121892,-2.864527318984441,-2.5683606077036214,-1.3159544519619857,0.8248695374364168,-3.907777976870179,-3.3424428392979046,-3.0488297802038633,0.1887323150632976,151.70676720466253,0.9954414288179434,-0.00455857118205663,969
化学制药,002262.SZ,600276.SH,970,3.553701481723227,-0.1925881309472248,-1.309710590117635,0.6247180799178518,-3.437116468121892,-2.864527318984441,-2.5683606077036214,-1.3113301310507095,0.8262906347503165,-3.907777976870179,-3.3424428392979046,-3.0488297802038633,0.2870016258608677,177.8499998927377,0.9961102153013374,-0.003889784698662593,969
化学制药,002001.SZ,688506.SH,239,3.1957349007024582,-0.0978325282949974,-1.3060237593171402,0.6264119500975291,-3.4583663275730476,-2.8738660999177132,-2.5733390785693766,-1.311278524662634,0.8263064446317581,-3.943048276251677,-3.3619231431396086,-3.0623181872749097,0.0592367467415649,41.639790893601024,0.9834915140710239,-0.01650848592897612,238
化学制药,002262.SZ,002773.SZ,970,3.425149351930239,-0.2046395003371268,-1.279642933068317,0.6384334789281936,-3.437116468121892,-2.864527318984441,-2.5683606077036214,-1.2812045352330392,0.8353354350256375,-3.907777976870179,-3.3424428392979046,-3.0488297802038633,0.2804607736735673,176.13477046515186,0.996072410421185,-0.003927589578814966,969
化学制药,603259.SH,688578.SH,749,3.760035680468111,0.2364289489750621,-1.244868661559959,0.6540028648625867,-3.43912257105195,-2.8654117005229844,-2.568831705010152,-1.2462462195384003,0.8453715150928724,-3.911141500257371,-3.344310777617318,-3.050124914924647,0.2427394987279154,131.37385564587288,0.994737751912537,-0.005262248087463023,748
化学制药,300558.SZ,603259.SH,970,2.302550446460881,0.4433429464074301,-1.2429982642885151,0.6548310057582513,-3.437116468121892,-2.864527318984441,-2.5683606077036214,-1.2438597836584018,0.8460387764940985,-3.907777976870179,-3.3424428392979046,-3.0488297802038633,0.3243417024567254,203.80927968132443,0.9966048168471374,-0.003395183152862613,969
化学制药,600276.SH,603259.SH,970,3.2746618578044924,0.1485145082126262,-1.2128120686759931,0.6680601432149001,-3.437123476942836,-2.8645304098119544,-2.568362253987091,-1.213338414228864,0.8543735744218115,-3.907777976870179,-3.3424428392979046,-3.0488297802038633,0.2943546644281478,276.37129981703373,0.9974951136724794,-0.0025048863275205857,969
化学制药,002422.SZ,600079.SH,960,2.337754635075112,0.2214761826761963,-1.211431623190396,0.6686588853127409,-3.4372015433243797,-2.8645648359053517,-2.568380590610461,-1.2130642395529403,0.8544467813796117,-3.9078965801620345,-3.342508743172904,-3.048875481009176,0.1829386520851249,138.2310284788694,0.994998140237285,-0.005001859762715109,959
化学制药,600196.SH,688578.SH,749,3.7295684960202657,-0.0154431398622607,-1.194553975948887,0.6759340553114623,-3.4392418578608983,-2.86546426916434,-2.568859710342903,-1.207797389080676,0.8558473573576779,-3.911141500257371,-3.344310777617318,-3.050124914924647,0.2776179899235593,189.17530307826135,0.9963426575406961,-0.0036573424593039396,748
化学制药,002773.SZ,300759.SZ,970,3.5889747070941063,-0.1348573485468545,-1.1780062209134592,0.6829846112518517,-3.437123476942836,-2.8645304098119544,-2.568362253987091,-1.178580787963245,0.8634206546684291,-3.907777976870179,-3.3424428392979046,-3.0488297802038633,0.4051185529377181,291.7157329494383,0.9976267158092366,-0.00237328419076343,969
