year,trading_days,period_return,annualized_return,annualized_vol,sharpe,max_drawdown,win_rate,avg_active_pairs,avg_turn_bps
2024,241,0.14291307419872123,0.14990273314356295,0.17938538729703707,0.8356462887099328,-0.09094411270955749,0.34024896265560167,2.5850622406639006,1840.6288270396208
2025,183,0.007743288912233304,0.010678430390176352,0.23026195185142698,0.046375140592339145,-0.23589370217056693,0.45901639344262296,3.1639344262295084,2329.3998811782385
